rank,variant,word,sentence,tags
18,2,sie,Morgen kommt {{sie}} vorbei.,frequency;generated;german
18,3,sie,"Sind das deine Schuhe? Ja, {{sie}} sind neu.",frequency;generated;german
19,1,eine,Ich habe {{eine}} Katze.,frequency;generated;german
19,2,eine,Wir warten schon {{eine}} Stunde.,frequency;generated;german
19,3,eine,Hast du {{eine}} Frage?,frequency;generated;german
20,1,sich,Er wäscht {{sich}} jeden Morgen.,frequency;generated;german
20,2,sich,Sie freut {{sich}} auf morgen.,frequency;generated;german
20,3,sich,Das hört {{sich}} gut an.,frequency;generated;german
21,1,auch,Ich komme {{auch}} mit.,frequency;generated;german
21,2,auch,Mein Bruder spricht {{auch}} Spanisch.,frequency;generated;german
21,3,auch,Das gilt {{auch}} für dich.,frequency;generated;german
22,1,dem,Ich helfe {{dem}} Mann.,frequency;generated;german
22,2,dem,Das Buch liegt auf {{dem}} Tisch.,frequency;generated;german
22,3,dem,Ich spiele mit {{dem}} Hund.,frequency;generated;german
23,1,des,Die Farbe {{des}} Autos ist rot.,frequency;generated;german
23,2,des,Das ist der Anfang {{des}} Films.,frequency;generated;german
23,3,des,Die Tür {{des}} Hauses ist offen.,frequency;generated;german
24,1,als,Er arbeitet {{als}} Lehrer.,frequency;generated;german
24,2,als,Mein Bruder ist älter {{als}} ich.,frequency;generated;german
24,3,als,{{Als}} Kind wohnte ich am Meer.,frequency;generated;german
25,1,er,Heute kommt {{er}} nach Hause.,frequency;generated;german
25,2,er,Hat {{er}} schon gegessen?,frequency;generated;german
25,3,er,Das hat {{er}} selbst gemacht.,frequency;generated;german
26,1,an,Das Bild hängt {{an}} der Wand.,frequency;generated;german
26,2,an,Ich denke oft {{an}} dich.,frequency;generated;german
26,3,an,Ruf mich morgen {{an}}.,frequency;generated;german
27,1,dass,"Ich weiß, {{dass}} du kommst.",frequency;generated;german
27,2,dass,"Ich hoffe, {{dass}} es klappt.",frequency;generated;german
27,3,dass,"Gut, {{dass}} du da bist.",frequency;generated;german
28,1,so,Das ist {{so}} einfach.,frequency;generated;german
28,2,so,Mach es {{so}} wie ich.,frequency;generated;german
28,3,so,Warum bist du {{so}} müde?,frequency;generated;german
29,1,bei,Ich bin {{bei}} meiner Freundin.,frequency;generated;german
29,2,bei,{{Bei}} Regen bleiben wir drinnen.,frequency;generated;german
29,3,bei,Kannst du mir {{bei}} der Arbeit helfen?,frequency;generated;german
30,1,wie,Sie singt {{wie}} ihre Mutter.,frequency;generated;german
30,2,wie,"Ich weiß nicht, {{wie}} das geht.",frequency;generated;german
30,3,wie,{{Wie}} spät ist es?,frequency;generated;german
31,1,aber,"Ich bin müde, {{aber}} glücklich.",frequency;generated;german
31,2,aber,"Das ist schön, {{aber}} teuer.",frequency;generated;german
31,3,aber,"Ich würde kommen, {{aber}} ich muss arbeiten.",frequency;generated;german
32,1,aus,Ich komme {{aus}} Berlin.,frequency;generated;german
32,2,aus,Der Tisch ist {{aus}} Holz.,frequency;generated;german
32,3,aus,Mach bitte das Licht {{aus}}.,frequency;generated;german
33,1,hat,Er {{hat}} einen Hund.,frequency;generated;german
33,2,hat,Sie {{hat}} heute Geburtstag.,frequency;generated;german
33,3,hat,Wer {{hat}} das gesagt?,frequency;generated;german
34,1,sind,Wir {{sind}} heute zu Hause.,frequency;generated;german
34,2,sind,Die Äpfel {{sind}} frisch.,frequency;generated;german
34,3,sind,Meine Freunde {{sind}} schon da.,frequency;generated;german
35,1,nach,Wir fahren morgen {{nach}} Berlin.,frequency;generated;german
35,2,nach,Ich gehe {{nach}} der Arbeit einkaufen.,frequency;generated;german
35,3,nach,Sie fragt {{nach}} dem Preis.,frequency;generated;german
36,1,noch,Ich brauche {{noch}} fünf Minuten.,frequency;generated;german
36,2,noch,Bist du {{noch}} müde?,frequency;generated;german
36,3,noch,Wir haben {{noch}} etwas Brot.,frequency;generated;german
37,1,wir,Heute kochen {{wir}} zusammen.,frequency;generated;german
37,2,wir,Morgen fahren {{wir}} ans Meer.,frequency;generated;german
37,3,wir,Das können {{wir}} später machen.,frequency;generated;german
38,1,du,Kommst {{du}} heute mit?,frequency;generated;german
38,2,du,Was möchtest {{du}} essen?,frequency;generated;german
38,3,du,Morgen hast {{du}} frei.,frequency;generated;german
39,1,war,Gestern {{war}} es kalt.,frequency;generated;german
39,2,war,Der Film {{war}} sehr gut.,frequency;generated;german
39,3,war,Ich {{war}} den ganzen Tag zu Hause.,frequency;generated;german
40,1,nur,Ich habe {{nur}} zehn Euro.,frequency;generated;german
40,2,nur,Heute trinke ich {{nur}} Wasser.,frequency;generated;german
40,3,nur,Das dauert {{nur}} eine Minute.,frequency;generated;german
41,1,wenn,"Ruf mich an, {{wenn}} du Zeit hast.",frequency;generated;german
41,2,wenn,"Ich bleibe zu Hause, {{wenn}} es regnet.",frequency;generated;german
41,3,wenn,"Wir gehen spazieren, {{wenn}} die Sonne scheint.",frequency;generated;german
42,1,oder,Möchtest du Tee {{oder}} Kaffee?,frequency;generated;german
42,2,oder,Kommst du heute {{oder}} morgen?,frequency;generated;german
42,3,oder,Wir können laufen {{oder}} den Bus nehmen.,frequency;generated;german
43,1,wird,Morgen {{wird}} es warm.,frequency;generated;german
43,2,wird,Mein Bruder {{wird}} bald Vater.,frequency;generated;german
43,3,wird,Die Arbeit {{wird}} heute fertig.,frequency;generated;german
44,1,was,"Ich weiß nicht, {{was}} er meint.",frequency;generated;german
44,2,was,"Sag mir, {{was}} du brauchst.",frequency;generated;german
44,3,was,"Hast du gehört, {{was}} passiert ist?",frequency;generated;german
45,1,werden,Die Tage {{werden}} länger.,frequency;generated;german
45,2,werden,Wir {{werden}} morgen anrufen.,frequency;generated;german
45,3,werden,Die Kinder {{werden}} langsam müde.,frequency;generated;german
46,1,einen,Ich kaufe {{einen}} neuen Tisch.,frequency;generated;german
46,2,einen,Er hat {{einen}} kleinen Hund.,frequency;generated;german
46,3,einen,Wir brauchen {{einen}} Termin.,frequency;generated;german
47,1,am,Wir treffen uns {{am}} Bahnhof.,frequency;generated;german
47,2,am,Ich arbeite {{am}} Montag.,frequency;generated;german
47,3,am,Das Café liegt {{am}} Fluss.,frequency;generated;german
48,1,man,Hier kann {{man}} gut essen.,frequency;generated;german
48,2,man,Im Winter trägt {{man}} eine Jacke.,frequency;generated;german
48,3,man,Das darf {{man}} nicht vergessen.,frequency;generated;german
49,1,um,Der Kurs beginnt {{um}} neun Uhr.,frequency;generated;german
49,2,um,Wir gehen {{um}} den See.,frequency;generated;german
49,3,um,Sie kümmert sich {{um}} die Kinder.,frequency;generated;german
50,1,haben,Wir {{haben}} heute viel Zeit.,frequency;generated;german
50,2,haben,Die Kinder {{haben}} Hunger.,frequency;generated;german
50,3,haben,Morgen {{haben}} wir Besuch.,frequency;generated;german
51,1,einer,Ich spreche mit {{einer}} Freundin.,frequency;generated;german
51,2,einer,Das ist das Fahrrad {{einer}} Kollegin.,frequency;generated;german
51,3,einer,Sie wohnt in {{einer}} kleinen Stadt.,frequency;generated;german
52,1,zum,Wir gehen {{zum}} Bahnhof.,frequency;generated;german
52,2,zum,Er kommt {{zum}} Abendessen.,frequency;generated;german
52,3,zum,Ich brauche Milch {{zum}} Kochen.,frequency;generated;german
53,1,kann,Sie {{kann}} sehr gut schwimmen.,frequency;generated;german
53,2,kann,Heute {{kann}} ich länger bleiben.,frequency;generated;german
53,3,kann,Das {{kann}} nicht stimmen.,frequency;generated;german
54,1,über,Das Bild hängt {{über}} dem Sofa.,frequency;generated;german
54,2,über,Wir sprechen {{über}} den Urlaub.,frequency;generated;german
54,3,über,Der Zug fährt {{über}} die Brücke.,frequency;generated;german
55,1,da,Meine Schwester ist schon {{da}}.,frequency;generated;german
55,2,da,Ich war gestern auch {{da}}.,frequency;generated;german
55,3,da,Leg das Buch bitte {{da}} hin.,frequency;generated;german
56,1,dann,Wir essen und gehen {{dann}} spazieren.,frequency;generated;german
56,2,dann,Ruf mich bitte {{dann}} an.,frequency;generated;german
56,3,dann,"Zuerst arbeiten wir, {{dann}} ruhen wir uns aus.",frequency;generated;german
57,1,einem,Ich helfe {{einem}} alten Mann.,frequency;generated;german
57,2,einem,Sie fährt mit {{einem}} kleinen Auto.,frequency;generated;german
57,3,einem,Er wohnt in {{einem}} alten Haus.,frequency;generated;german
58,1,schon,Ich bin {{schon}} fertig.,frequency;generated;german
58,2,schon,Warst du {{schon}} in Wien?,frequency;generated;german
58,3,schon,Der Bus ist {{schon}} weg.,frequency;generated;german
59,1,habe,Ich {{habe}} heute frei.,frequency;generated;german
59,2,habe,Morgen {{habe}} ich einen Termin.,frequency;generated;german
59,3,habe,Ich {{habe}} deine Nachricht gelesen.,frequency;generated;german
60,1,ja,Du kennst ihn {{ja}} schon.,frequency;generated;german
60,2,ja,Das ist {{ja}} eine gute Idee.,frequency;generated;german
60,3,ja,Wir haben {{ja}} genug Zeit.,frequency;generated;german
61,1,mehr,Ich möchte {{mehr}} Wasser.,frequency;generated;german
61,2,mehr,Heute habe ich {{mehr}} Zeit.,frequency;generated;german
61,3,mehr,Wir brauchen nicht {{mehr}} Brot.,frequency;generated;german
62,1,mir,Bitte gib {{mir}} das Buch.,frequency;generated;german
62,2,mir,Das ist {{mir}} zu teuer.,frequency;generated;german
62,3,mir,Meine Mutter hilft {{mir}} oft.,frequency;generated;german
63,1,sein,Heute möchte ich allein {{sein}}.,frequency;generated;german
63,2,sein,Er möchte Lehrer {{sein}}.,frequency;generated;german
63,3,sein,Jeder darf anders {{sein}}.,frequency;generated;german
64,1,vor,Ich warte {{vor}} der Tür.,frequency;generated;german
64,2,vor,Wir essen {{vor}} dem Film.,frequency;generated;german
64,3,vor,Er kam {{vor}} einer Stunde.,frequency;generated;german
65,1,mal,Komm {{mal}} her.,frequency;generated;german
65,2,mal,Ich war schon {{mal}} hier.,frequency;generated;german
65,3,mal,Schau {{mal}} aus dem Fenster.,frequency;generated;german
66,1,zur,Ich gehe {{zur}} Schule.,frequency;generated;german
66,2,zur,Das passt {{zur}} Suppe.,frequency;generated;german
66,3,zur,Wir haben zwei Zimmer {{zur}} Auswahl.,frequency;generated;german
67,1,durch,Wir laufen {{durch}} den Park.,frequency;generated;german
67,2,durch,Ich sehe dich {{durch}} das Fenster.,frequency;generated;german
67,3,durch,Das habe ich {{durch}} Übung gelernt.,frequency;generated;german
68,1,hier,Ich wohne {{hier}}.,frequency;generated;german
68,2,hier,Kann ich {{hier}} bezahlen?,frequency;generated;german
68,3,hier,Von {{hier}} sieht man das Meer.,frequency;generated;german
69,1,mich,Kannst du {{mich}} hören?,frequency;generated;german
69,2,mich,Ich freue {{mich}} auf dich.,frequency;generated;german
69,3,mich,Das ist für {{mich}}.,frequency;generated;german
70,1,bis,Ich arbeite {{bis}} sechs.,frequency;generated;german
70,2,bis,Wir fahren {{bis}} zum Bahnhof.,frequency;generated;german
70,3,bis,"Warte, {{bis}} ich zurück bin.",frequency;generated;german
71,1,doch,Komm {{doch}} mit!,frequency;generated;german
71,2,doch,Das stimmt {{doch}} gar nicht.,frequency;generated;german
71,3,doch,"Du kommst {{doch}} morgen, oder?",frequency;generated;german
72,1,ihr,Wie geht es {{ihr}}?,frequency;generated;german
72,2,ihr,Ist das {{ihr}} Hund?,frequency;generated;german
72,3,ihr,Habt {{ihr}} Hunger?,frequency;generated;german
73,1,immer,Er kommt {{immer}} zu spät.,frequency;generated;german
73,2,immer,Die Tage werden {{immer}} wärmer.,frequency;generated;german
73,3,immer,Ich werde dich {{immer}} lieben.,frequency;generated;german
74,1,jetzt,Wir müssen {{jetzt}} gehen.,frequency;generated;german
74,2,jetzt,Bis {{jetzt}} hat niemand angerufen.,frequency;generated;german
74,3,jetzt,Was machen wir {{jetzt}}?,frequency;generated;german
75,1,diese,Ich nehme {{diese}} Jacke.,frequency;generated;german
75,2,diese,{{Diese}} Woche habe ich frei.,frequency;generated;german
75,3,diese,Kennst du {{diese}} Leute?,frequency;generated;german
76,1,wurde,Mir {{wurde}} plötzlich kalt.,frequency;generated;german
76,2,wurde,Das Haus {{wurde}} verkauft.,frequency;generated;german
76,3,wurde,Meine Schwester {{wurde}} Ärztin.,frequency;generated;german
77,1,wieder,"Schön, dich {{wieder}} zu sehen.",frequency;generated;german
77,2,wieder,Es regnet schon {{wieder}}.,frequency;generated;german
77,3,wieder,Wann kommst du {{wieder}}?,frequency;generated;german
78,1,keine,Ich habe {{keine}} Zeit.,frequency;generated;german
78,2,keine,Das sind {{keine}} Äpfel.,frequency;generated;german
78,3,keine,Mach dir {{keine}} Sorgen.,frequency;generated;german
79,1,alle,Sind {{alle}} da?,frequency;generated;german
79,2,alle,Ich putze {{alle}} Fenster.,frequency;generated;german
79,3,alle,Der Bus fährt {{alle}} zehn Minuten.,frequency;generated;german
80,1,sehr,Ich freue mich {{sehr}}.,frequency;generated;german
80,2,sehr,Die Suppe ist {{sehr}} heiß.,frequency;generated;german
80,3,sehr,Du sprichst {{sehr}} gut Deutsch.,frequency;generated;german
81,1,können,Wir {{können}} zusammen kochen.,frequency;generated;german
81,2,können,Hier {{können}} Kinder spielen.,frequency;generated;german
81,3,können,Wann {{können}} wir anfangen?,frequency;generated;german
82,1,muss,Ich {{muss}} morgen arbeiten.,frequency;generated;german
82,2,muss,Das {{muss}} dein Bruder sein.,frequency;generated;german
82,3,muss,Der Hund {{muss}} raus.,frequency;generated;german
83,1,uns,Kommst du zu {{uns}}?,frequency;generated;german
83,2,uns,Wir sehen {{uns}} morgen.,frequency;generated;german
83,3,uns,Das gehört {{uns}}.,frequency;generated;german
84,1,bin,Ich {{bin}} müde.,frequency;generated;german
84,2,bin,Heute {{bin}} ich früh aufgestanden.,frequency;generated;german
84,3,bin,Um acht {{bin}} ich zu Hause.,frequency;generated;german
85,1,unter,Die Katze liegt {{unter}} dem Bett.,frequency;generated;german
85,2,unter,Kinder {{unter}} sechs zahlen nichts.,frequency;generated;german
85,3,unter,Das bleibt {{unter}} uns.,frequency;generated;german
86,1,vom,Ich komme {{vom}} Arzt.,frequency;generated;german
86,2,vom,Das Dach {{vom}} Haus ist rot.,frequency;generated;german
86,3,vom,Nimm die Tasche {{vom}} Tisch.,frequency;generated;german
87,1,gut,Das riecht {{gut}}.,frequency;generated;german
87,2,gut,Geht es dir {{gut}}?,frequency;generated;german
87,3,gut,Du kannst {{gut}} schwimmen.,frequency;generated;german
88,1,gibt,Hier {{gibt}} es frisches Brot.,frequency;generated;german
88,2,gibt,Sie {{gibt}} mir einen Stift.,frequency;generated;german
88,3,gibt,Was {{gibt}} es zum Essen?,frequency;generated;german
89,1,hatte,Ich {{hatte}} gestern Fieber.,frequency;generated;german
89,2,hatte,Sie {{hatte}} den Bus verpasst.,frequency;generated;german
89,3,hatte,Er {{hatte}} keine Lust.,frequency;generated;german
90,1,ihre,Das ist {{ihre}} Tasche.,frequency;generated;german
90,2,ihre,Anna besucht {{ihre}} Eltern.,frequency;generated;german
90,3,ihre,Ich kenne {{ihre}} Adresse nicht.,frequency;generated;german
91,1,dieser,Mit {{dieser}} Karte kannst du zahlen.,frequency;generated;german
91,2,dieser,{{Dieser}} Film ist lustig.,frequency;generated;german
91,3,dieser,In {{dieser}} Stadt kenne ich niemanden.,frequency;generated;german
92,1,gegen,Wir spielen {{gegen}} die Nachbarn.,frequency;generated;german
92,2,gegen,Ich komme {{gegen}} acht.,frequency;generated;german
92,3,gegen,Die Leiter steht {{gegen}} die Wand.,frequency;generated;german
93,1,seine,Er sucht {{seine}} Brille.,frequency;generated;german
93,2,seine,Das sind {{seine}} Kinder.,frequency;generated;german
93,3,seine,Ich mag {{seine}} Stimme.,frequency;generated;german
94,1,alles,Ist {{alles}} in Ordnung?,frequency;generated;german
94,2,alles,Ich habe {{alles}} verstanden.,frequency;generated;german
94,3,alles,Du kannst nicht {{alles}} tragen.,frequency;generated;german
95,1,also,"Es regnet, {{also}} bleiben wir hier.",frequency;generated;german
95,2,also,Du bist {{also}} der neue Nachbar.,frequency;generated;german
95,3,also,Was machen wir {{also}}?,frequency;generated;german
96,1,geht,Wie {{geht}} es dir?,frequency;generated;german
96,2,geht,Mein Sohn {{geht}} zur Schule.,frequency;generated;german
96,3,geht,Das Licht {{geht}} nicht.,frequency;generated;german
97,1,viel,Ich habe {{viel}} gelernt.,frequency;generated;german
97,2,viel,Das kostet zu {{viel}}.,frequency;generated;german
97,3,viel,Heute ist es {{viel}} wärmer.,frequency;generated;german
98,1,zeit,Hast du {{zeit}}?,frequency;generated;german
98,2,zeit,Die {{Zeit}} vergeht schnell.,frequency;generated;german
98,3,zeit,Es ist {{Zeit}} fürs Bett.,frequency;generated;german
99,1,ab,Der Laden ist {{ab}} neun offen.,frequency;generated;german
99,2,ab,Wir fahren morgen {{ab}}.,frequency;generated;german
99,3,ab,Nimm bitte den Hut {{ab}}.,frequency;generated;german
100,1,ganz,Das Haus ist {{ganz}} neu.,frequency;generated;german
100,2,ganz,Ich bin nicht {{ganz}} sicher.,frequency;generated;german
100,3,ganz,Iss den Apfel {{ganz}}.,frequency;generated;german
101,1,machen,Was möchtest du {{machen}}?,frequency;generated;german
101,2,machen,Wir {{machen}} eine Pause.,frequency;generated;german
101,3,machen,Fehler {{machen}} ist normal.,frequency;generated;german
102,1,denn,Was ist {{denn}} los?,frequency;generated;german
102,2,denn,"Ich bleibe, {{denn}} es regnet.",frequency;generated;german
102,3,denn,Wo wohnst du {{denn}}?,frequency;generated;german
103,1,meine,Das ist {{meine}} Mutter.,frequency;generated;german
103,2,meine,Ich suche {{meine}} Schuhe.,frequency;generated;german
103,3,meine,Ich {{meine}} es ernst.,frequency;generated;german
104,1,damit,Nimm das Messer; {{damit}} geht es leichter.,frequency;generated;german
104,2,damit,"Ich lerne, {{damit}} ich die Prüfung bestehe.",frequency;generated;german
104,3,damit,Bist du {{damit}} zufrieden?,frequency;generated;german
105,1,dir,Wie geht es {{dir}}?,frequency;generated;german
105,2,dir,Das gehört {{dir}}.,frequency;generated;german
105,3,dir,Ich komme mit {{dir}}.,frequency;generated;german
106,1,will,Ich {{will}} nach Hause.,frequency;generated;german
106,2,will,Was {{will}} der Hund?,frequency;generated;german
106,3,will,Sie {{will}} Ärztin werden.,frequency;generated;german
107,1,einfach,Die Aufgabe ist {{einfach}}.,frequency;generated;german
107,2,einfach,Komm {{einfach}} vorbei.,frequency;generated;german
107,3,einfach,Das schmeckt {{einfach}} gut.,frequency;generated;german
108,1,ohne,Ich trinke Kaffee {{ohne}} Zucker.,frequency;generated;german
108,2,ohne,Geh nicht {{ohne}} mich.,frequency;generated;german
108,3,ohne,Er kam {{ohne}} Jacke.,frequency;generated;german
109,1,weil,"Ich esse, {{weil}} ich Hunger habe.",frequency;generated;german
109,2,weil,"Sie lacht, {{weil}} der Film lustig ist.",frequency;generated;german
109,3,weil,"Wir warten, {{weil}} der Zug spät kommt.",frequency;generated;german
110,1,beim,Wir reden {{beim}} Essen.,frequency;generated;german
110,2,beim,Ich bin {{beim}} Arzt.,frequency;generated;german
110,3,beim,Hilfst du mir {{beim}} Kochen?,frequency;generated;german
111,1,etwas,Möchtest du {{etwas}} trinken?,frequency;generated;german
111,2,etwas,Es ist {{etwas}} kalt.,frequency;generated;german
111,3,etwas,Ich habe {{etwas}} für dich.,frequency;generated;german
112,1,waren,Wir {{waren}} gestern im Kino.,frequency;generated;german
112,2,waren,Die Äpfel {{waren}} teuer.,frequency;generated;german
112,3,waren,Wo {{waren}} meine Schlüssel?,frequency;generated;german
113,1,zwei,Ich habe {{zwei}} Brüder.,frequency;generated;german
113,2,zwei,Der Zug fährt um {{zwei}}.,frequency;generated;german
113,3,zwei,Wir bleiben {{zwei}} Tage.,frequency;generated;german
114,1,mein,Das ist {{mein}} Fahrrad.,frequency;generated;german
114,2,mein,Wo ist {{mein}} Handy?,frequency;generated;german
114,3,mein,Dieser Platz ist {{mein}} Lieblingsplatz.,frequency;generated;german
115,1,eines,Das ist die Tasche {{eines}} Freundes.,frequency;generated;german
115,2,eines,Ich nehme {{eines}} von diesen Büchern.,frequency;generated;german
115,3,eines,{{Eines}} Tages möchte ich am Meer wohnen.,frequency;generated;german
116,1,kein,Ich habe {{kein}} Auto.,frequency;generated;german
116,2,kein,Das ist {{kein}} Problem.,frequency;generated;german
116,3,kein,Hier fährt {{kein}} Bus.,frequency;generated;german
117,1,seit,Ich wohne {{seit}} Mai hier.,frequency;generated;german
117,2,seit,Wir warten {{seit}} einer Stunde.,frequency;generated;german
117,3,seit,{{Seit}} gestern bin ich krank.,frequency;generated;german
118,1,soll,Was {{soll}} ich tun?,frequency;generated;german
118,2,soll,Ich {{soll}} dich grüßen.,frequency;generated;german
118,3,soll,Morgen {{soll}} es regnen.,frequency;generated;german
119,1,selbst,Das habe ich {{selbst}} gemacht.,frequency;generated;german
119,2,selbst,Du musst {{selbst}} entscheiden.,frequency;generated;german
119,3,selbst,{{Selbst}} mein Opa benutzt das Internet.,frequency;generated;german
120,1,wo,"Weißt du, {{wo}} Anna ist?",frequency;generated;german
120,2,wo,{{Wo}} wohnst du?,frequency;generated;german
120,3,wo,"Das ist das Café, {{wo}} wir uns trafen.",frequency;generated;german
121,1,dich,Ich rufe {{dich}} morgen an.,frequency;generated;german
121,2,dich,Das Geschenk ist für {{dich}}.,frequency;generated;german
121,3,dich,Setz {{dich}} bitte.,frequency;generated;german
122,1,menschen,Hier wohnen viele {{Menschen}}.,frequency;generated;german
122,2,menschen,Diese {{Menschen}} brauchen Hilfe.,frequency;generated;german
122,3,menschen,Ich lerne gern neue {{Menschen}} kennen.,frequency;generated;german
123,1,heute,Ich habe {{heute}} frei.,frequency;generated;german
123,2,heute,Was essen wir {{heute}}?,frequency;generated;german
123,3,heute,Ab {{heute}} rauche ich nicht mehr.,frequency;generated;german
124,1,kommt,Wann {{kommt}} der Bus?,frequency;generated;german
124,2,kommt,Sie {{kommt}} aus Spanien.,frequency;generated;german
124,3,kommt,Das {{kommt}} darauf an.,frequency;generated;german
125,1,nichts,Ich habe {{nichts}} gehört.,frequency;generated;german
125,2,nichts,Das macht {{nichts}}.,frequency;generated;german
125,3,nichts,Im Kühlschrank ist {{nichts}} mehr.,frequency;generated;german
126,1,nun,Was machen wir {{nun}}?,frequency;generated;german
126,2,nun,Ich muss {{nun}} gehen.,frequency;generated;german
126,3,nun,Du bist {{nun}} schon eine Woche hier.,frequency;generated;german
127,1,würde,Ich {{würde}} gern mitkommen.,frequency;generated;german
127,2,würde,Was {{würde}} das kosten?,frequency;generated;german
127,3,würde,An deiner Stelle {{würde}} ich warten.,frequency;generated;german
128,1,leben,Wir {{leben}} auf dem Land.,frequency;generated;german
128,2,leben,Das {{Leben}} ist schön.,frequency;generated;german
128,3,leben,Ich möchte gesund {{leben}}.,frequency;generated;german
129,1,wer,{{Wer}} hat angerufen?,frequency;generated;german
129,2,wer,"Ich weiß nicht, {{wer}} das ist.",frequency;generated;german
129,3,wer,{{Wer}} möchte noch Suppe?,frequency;generated;german
130,1,macht,Was {{macht}} dein Bruder?,frequency;generated;german
130,2,macht,Das {{macht}} mir Spaß.,frequency;generated;german
130,3,macht,Sie {{macht}} das Fenster auf.,frequency;generated;german
131,1,anderen,Frag einen {{anderen}} Arzt.,frequency;generated;german
131,2,anderen,Die {{anderen}} warten draußen.,frequency;generated;german
131,3,anderen,Ich wohne auf der {{anderen}} Straßenseite.,frequency;generated;german
132,1,ihm,Ich helfe {{ihm}}.,frequency;generated;german
132,2,ihm,Kommst du mit {{ihm}}?,frequency;generated;german
132,3,ihm,Das gehört {{ihm}}.,frequency;generated;german
133,1,jahr,Dieses {{Jahr}} lerne ich Deutsch.,frequency;generated;german
133,2,jahr,Wir fahren einmal im {{Jahr}} ans Meer.,frequency;generated;german
133,3,jahr,Das Baby ist ein {{Jahr}} alt.,frequency;generated;german
134,1,ob,"Ich weiß nicht, {{ob}} sie kommt.",frequency;generated;german
134,2,ob,"Frag, {{ob}} noch Brot da ist.",frequency;generated;german
134,3,ob,"Es ist egal, {{ob}} es regnet.",frequency;generated;german
135,1,ihn,Ich kenne {{ihn}} gut.,frequency;generated;german
135,2,ihn,Ruf {{ihn}} bitte an.,frequency;generated;german
135,3,ihn,Wir warten auf {{ihn}}.,frequency;generated;german
136,1,jahren,Ich wohne seit drei {{Jahren}} hier.,frequency;generated;german
